Age,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
20,192.76,160.202,137.034,120.544,106.853,96.117,86.385,78.355,71.623,65.921,61.952,57.5,53.631,50.164,47.101,44.726,42.199,39.943,37.864,35.964,34.293,32.708,31.259,29.946,28.723,27.589,26.594,25.643,24.735,23.92,23.198,22.521,21.889,21.303,20.763,20.319,19.872,19.473,19.121,18.816,18.511,18.253,18.043,17.833,17.671,17.509
21,193.267,160.623,137.393,120.859,107.131,96.367,86.609,78.558,71.808,66.091,62.111,57.647,53.769,50.292,47.221,44.84,42.353,40.091,38.007,36.15,34.426,32.886,31.433,30.116,28.938,27.802,26.805,25.851,24.99,24.173,23.449,22.771,22.186,21.6,21.108,20.614,20.216,19.816,19.463,19.159,18.902,18.645,18.435,18.275,18.114
22,193.729,161.043,137.707,121.174,107.41,96.617,86.834,78.76,72.039,66.261,62.271,57.842,53.906,50.467,47.388,45.001,42.508,40.239,38.197,36.336,34.608,33.063,31.655,30.335,29.154,28.015,27.016,26.108,25.245,24.475,23.75,23.07,22.485,21.946,21.454,20.959,20.561,20.21,19.907,19.602,19.346,19.138,18.929,18.769
23,194.236,161.464,138.065,121.489,107.689,96.867,87.058,79.01,72.224,66.431,62.43,57.989,54.09,50.643,47.555,45.209,42.662,40.435,38.388,36.522,34.838,33.289,31.877,30.555,29.371,28.277,27.276,26.366,25.501,24.73,24.052,23.42,22.834,22.294,21.801,21.355,21.006,20.655,20.351,20.047,19.841,19.633,19.425
24,194.743,161.884,138.47,121.804,107.967,97.117,87.282,79.213,72.409,66.647,62.636,58.184,54.274,50.818,47.723,45.37,42.864,40.632,38.58,36.756,35.068,33.516,32.101,30.823,29.636,28.541,27.585,26.674,25.856,25.083,24.404,23.771,23.233,22.693,22.248,21.802,21.453,21.101,20.798,20.544,20.338,20.131
25,195.25,162.305,138.829,122.166,108.246,97.367,87.553,79.462,72.641,66.817,62.842,58.378,54.459,51.041,47.938,45.579,43.115,40.877,38.819,36.992,35.299,33.791,32.373,31.092,29.951,28.853,27.896,27.032,26.212,25.487,24.807,24.173,23.634,23.142,22.698,22.301,21.951,21.65,21.347,21.142,20.937
26,195.803,162.726,139.188,122.481,108.571,97.617,87.823,79.665,72.873,67.081,63.049,58.621,54.691,51.264,48.201,45.836,43.366,41.122,39.108,37.276,35.579,34.068,32.694,31.411,30.267,29.216,28.257,27.391,26.619,25.892,25.211,24.625,24.135,23.643,23.198,22.851,22.502,22.2,21.948,21.744
27,196.31,163.192,139.593,122.842,108.896,97.914,88.048,79.915,73.105,67.298,63.303,58.863,54.971,51.488,48.464,46.094,43.617,41.416,39.397,37.56,35.908,34.393,33.017,31.779,30.634,29.628,28.668,27.849,27.076,26.348,25.715,25.129,24.639,24.196,23.801,23.404,23.104,22.853,22.601
28,196.864,163.613,139.952,123.157,109.175,98.21,88.319,80.212,73.385,67.563,63.557,59.106,55.204,51.807,48.729,46.4,43.965,41.711,39.735,37.894,36.287,34.769,33.438,32.198,31.098,30.043,29.129,28.309,27.535,26.855,26.271,25.684,25.244,24.801,24.406,24.058,23.76,23.509
29,197.371,164.08,140.358,123.519,109.5,98.508,88.637,80.463,73.665,67.875,63.859,59.445,55.533,52.08,49.042,46.756,44.267,42.055,40.074,38.278,36.667,35.194,33.86,32.667,31.565,30.557,29.642,28.821,28.094,27.463,26.83,26.342,25.851,25.458,25.063,24.766,24.518
30,197.925,164.548,140.764,123.881,109.826,98.852,88.956,80.808,73.993,68.188,64.21,59.736,55.863,52.449,49.403,47.112,44.665,42.497,40.512,38.711,37.097,35.67,34.333,33.138,32.083,31.073,30.205,29.433,28.706,28.074,27.49,27.001,26.561,26.168,25.824,25.527
31,198.479,165.015,141.17,124.244,110.199,99.197,89.323,81.154,74.321,68.502,64.561,60.124,56.241,52.82,49.814,47.518,45.114,42.94,40.951,39.195,37.577,36.147,34.857,33.708,32.652,31.689,30.821,30.047,29.369,28.787,28.202,27.764,27.324,26.981,26.637
32,199.033,165.483,141.576,124.653,110.62,99.589,89.69,81.548,74.698,68.912,64.961,60.561,56.669,53.287,50.275,48.021,45.563,43.434,41.489,39.729,38.157,36.724,35.481,34.33,33.273,32.358,31.538,30.764,30.135,29.553,29.017,28.58,28.19,27.848
33,199.588,165.951,142.029,125.111,111.041,100.029,90.153,81.99,75.171,69.371,65.41,61.0,57.146,53.756,50.737,48.527,46.112,43.978,42.029,40.315,38.739,37.353,36.108,35.004,33.995,33.079,32.308,31.583,30.953,30.371,29.886,29.449,29.11
34,200.143,166.513,142.578,125.616,111.51,100.518,90.617,82.481,75.645,69.831,65.957,61.536,57.673,54.275,51.298,49.083,46.711,44.573,42.668,40.951,39.422,38.083,36.835,35.731,34.769,33.902,33.13,32.455,31.826,31.294,30.859,30.473
35,200.792,167.124,143.127,126.169,112.075,101.056,91.178,83.022,76.169,70.389,66.505,62.074,58.25,54.893,51.909,49.738,47.362,45.268,43.36,41.688,40.206,38.864,37.665,36.608,35.646,34.778,34.056,33.381,32.802,32.32,31.887
36,201.536,167.782,143.772,126.771,112.69,101.69,91.788,83.612,76.79,70.996,67.152,62.759,58.926,55.562,52.62,50.444,48.112,46.014,44.152,42.527,41.042,39.699,38.547,37.539,36.576,35.808,35.086,34.46,33.932,33.452
37,202.375,168.584,144.513,127.517,113.353,102.374,92.447,84.3,77.462,71.702,67.849,63.446,59.654,56.331,53.383,51.252,48.915,46.862,45.046,43.418,41.981,40.686,39.533,38.524,37.66,36.892,36.22,35.595,35.118
38,203.406,169.482,145.351,128.313,114.114,103.156,93.253,85.038,78.232,72.459,68.646,64.282,60.481,57.151,54.246,52.16,49.868,47.812,46.042,44.413,43.023,41.776,40.672,39.713,38.849,38.081,37.46,36.886
39,204.155,170.193,146.001,128.968,114.782,103.845,93.87,85.731,78.909,73.122,69.349,65.023,61.215,57.926,55.064,52.974,50.727,48.717,46.944,45.411,44.02,42.821,41.716,40.807,39.993,39.275,38.705
40,204.952,170.905,146.7,129.625,115.451,104.536,94.584,86.426,79.636,73.885,70.152,65.817,62.049,58.802,55.934,53.89,51.689,49.724,47.998,46.463,45.12,43.921,42.915,42.005,41.242,40.575
41,205.799,171.666,147.449,130.379,116.171,105.277,95.35,87.172,80.415,74.65,70.958,66.662,62.935,59.682,56.858,54.909,52.703,50.785,49.107,47.62,46.325,45.175,44.169,43.36,42.597
42,206.647,172.477,148.2,131.136,116.892,106.069,96.118,88.018,81.245,75.516,71.865,67.609,63.874,60.713,57.883,55.981,53.821,51.95,50.27,48.831,47.586,46.485,45.579,44.771
43,207.545,173.338,149.048,131.943,117.713,106.912,96.986,88.867,82.127,76.434,72.824,68.608,64.915,61.748,59.012,57.156,55.044,53.22,51.587,50.197,49.002,47.951,47.046
44,208.445,174.201,149.9,132.801,118.585,107.806,97.906,89.817,83.111,77.454,73.886,69.711,66.06,62.936,60.245,58.437,56.371,54.595,53.011,51.67,50.524,49.524
45,209.443,175.162,150.802,133.71,119.508,108.802,98.926,90.868,84.147,78.527,75.051,70.867,67.308,64.228,61.583,59.822,57.803,56.076,54.591,53.3,52.154
46,210.492,176.127,151.804,134.719,120.532,109.849,100.0,91.972,85.286,79.703,76.319,72.176,68.66,65.626,62.976,61.363,59.392,57.713,56.228,54.987
47,211.543,177.191,152.809,135.78,121.559,110.998,101.176,93.13,86.528,80.983,77.641,73.59,70.068,67.128,64.575,62.961,61.088,59.459,58.073
48,212.694,178.307,153.914,136.894,122.737,112.201,102.405,94.44,87.873,82.367,79.119,75.11,71.681,68.737,66.28,64.766,62.942,61.363
49,213.897,179.475,155.121,138.06,123.92,113.556,103.738,95.805,89.274,83.855,80.701,76.736,73.402,70.503,68.094,66.68,64.956
50,215.152,180.695,156.332,139.378,125.254,114.966,105.225,97.324,90.829,85.45,82.441,78.518,75.229,72.478,70.117,68.803
51,216.46,182.018,157.695,140.75,126.643,116.479,106.817,98.949,92.54,87.201,84.337,80.509,77.266,74.562,72.299
52,217.919,183.443,159.111,142.226,128.185,118.148,108.514,100.73,94.358,89.109,86.342,82.608,79.462,76.856
53,219.382,184.971,160.631,143.806,129.832,119.923,110.368,102.668,96.384,91.226,88.607,84.918,81.869
54,220.997,186.554,162.306,145.491,131.586,121.854,112.329,104.714,98.519,93.452,90.982,87.39
55,222.667,188.291,164.036,147.332,133.495,123.943,114.499,106.969,100.863,95.89,93.619
