Age,15,20,25
18,81.089,58.097,46.967
19,81.304,58.301,47.141
20,81.519,58.505,47.42
21,81.733,58.709,47.647
22,81.999,58.966,47.928
23,82.214,59.224,48.262
24,82.533,59.534,48.598
25,82.852,59.845,47.925
26,83.223,60.21,49.378
27,83.596,60.575,49.877
28,84.022,60.995,50.377
29,84.448,61.469,50.933
30,84.929,61.998,51.546
31,85.464,62.529,52.214
32,86.106,63.169,52.939
33,86.75,63.865,53.776
34,87.45,64.617,54.67
35,88.259,65.426,55.677
36,89.125,66.401,56.742
37,90.101,67.433,57.977
38,91.188,68.579,59.272
39,92.172,69.675,60.572
40,93.268,70.83,61.988
41,94.422,72.1,63.466
42,95.689,73.484,65.061
43,97.07,74.985,66.829
44,98.512,76.602,68.661
45,100.124,78.337,70.613
46,101.852,80.19,0.0
47,103.697,82.217,0.0
48,105.661,84.421,0.0
49,107.799,86.746,0.0
50,110.112,89.304,0.0
51,112.601,0.0,0.0
52,115.324,0.0,0.0
53,118.227,0.0,0.0
54,121.365,0.0,0.0
55,124.742,0.0,0.0
