Index,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
15,3.183,2.699,2.349,2.085,1.878,1.779,1.631,1.508,1.406,1.318,1.289,1.218,1.158,1.104,1.058,1.025,0.988,0.955,0.926,0.900,0.876
16,3.214,2.725,2.371,2.104,1.896,1.796,1.646,1.522,1.419,1.331,1.301,1.231,1.170,1.116,1.070,1.038,1.001,0.968,0.938,0.912,0.889
17,3.242,2.749,2.393,2.123,1.913,1.811,1.660,1.536,1.432,1.343,1.314,1.243,1.182,1.129,1.082,1.051,1.013,0.981,0.951,0.925,0.902
18,3.270,2.772,2.413,2.141,1.928,1.826,1.674,1.549,1.445,1.356,1.327,1.256,1.195,1.142,1.096,1.064,1.027,0.994,0.965,0.939,0.916
19,3.295,2.794,2.432,2.158,1.944,1.841,1.688,1.563,1.458,1.369,1.341,1.270,1.209,1.156,1.109,1.078,1.041,1.008,0.979,0.954,0.931
20,3.320,2.315,2.450,2.174,1.959,1.856,1.703,1.571,1.472,1.383,1.355,1.284,1.223,1.170,1.124,1.093,1.056,1.024,0.995,0.970,0.948
21,3.345,2.836,2.469,2.191,1.975,1.872,1.718,1.577,1.487,1.398,1.371,1.300,1.239,1.186,1.140,1.109,1.073,1.041,1.012,0.988,0.966
22,3.370,2.858,2.488,2.209,1.992,1.889,1.735,1.608,1.503,1.415,1.388,1.318,1.257,1.204,1.158,1.127,1.091,1.059,1.031,1.007,0.986
23,3.396,2.880,2.508,2.228,2.010,1.908,1.753,1.627,1.522,1.434,1.407,1.336,1.276,1.223,1.177,1.147,1.111,1.080,1.052,1.029,1.008
24,3.423,2.905,2.531,2.250,2.031,1.929,1.774,1.648,1.543,1.454,1.428,1.358,1.297,1.244,1.199,1.169,1.134,1.103,1.076,1.052,1.032
25,3.454,2.932,2.557,2.275,2.055,1.953,1.798,1.672,1.566,1.478,1.452,1.381,1.321,1.268,1.223,1.194,1.159,1.128,1.102,1.079,1.059
26,3.489,2.965,2.587,2.303,2.083,1.982,1.826,1.699,1.593,1.504,1.479,1.408,1.348,1.295,1.250,1.222,1.187,1.157,1.131,1.108,1.089
27,3.531,3.003,2.623,2.337,2.116,2.015,1.858,1.730,1.623,1.534,1.510,1.439,1.378,1.326,1.281,1.253,1.219,1.189,1.163,1.141,1.122
28,3.581,3.048,2.665,2.377,2.155,2.053,1.895,1.765,1.658,1.568,1.545,1.473,1.412,1.360,1.316,1.288,1.254,1.225,1.199,1.177,1.158
29,3.641,3.102,2.715,2.425,2.199,2.096,1.936,1.806,1.697,1.607,1.584,1.513,1.452,1.400,1.355,1.328,1.294,1.264,1.239,1.217,1.197
30,3.714,3.167,2.775,2.480,2.251,2.147,1.985,1.852,1.743,1.651,1.629,1.557,1.496,1.444,1.399,1.372,1.338,1.308,1.283,1.260,1.241
31,3.080,3.244,2.844,2.544,2.310,2.205,2.046,1.906,1.795,1.702,1.681,1.608,1.546,1.494,1.448,1.421,1.387,1.357,1.331,1.308,1.289
32,3.903,3.334,2.925,2.617,2.379,2.272,2.104,1.967,1.854,1.759,1.739,1.665,1.603,1.549,1.504,1.476,1.441,1.411,1.384,1.361,1.342
33,4.020,3.436,3.016,2.701,2.456,2.347,2.175,2.035,1.920,1.824,1.804,1.729,1.665,1.611,1.564,1.536,1.500,1.469,1.442,1.419,1.400
34,4.151,3.550,3.118,2.794,2.543,2.431,2.254,2.111,1.993,1.895,1.875,1.799,1.734,1.678,1.630,1.601,1.564,1.532,1.505,1.482,1.462
35,4.297,3.677,3.213,2.897,2.638,2.523,2.342,2.195,2.074,1.973,1.954,1.875,1.808,1.750,1.701,1.671,1.634,1.601,1.573,1.550,1.530
36,4.457,3.816,3.356,3.010,2.742,2.624,2.438,2.287,2.162,2.059,2.039,1.957,1.888,1.829,1.777,1.747,1.708,1.675,1.647,1.623,
37,4.632,3.968,3.490,3.133,2.856,2.735,2.548,2.387,2.258,2.152,2.131,2.046,1.974,1.913,1.860,1.829,1.789,1.755,1.726,
38,4.822,4.132,3.637,3.266,2.981,2.855,2.656,2.495,2.362,2.251,2.229,2.142,2.067,2.003,1.948,1.917,1.875,1.840,
39,5.026,4.309,3.796,3.411,3.116,2.958,2.779,2.612,2.473,2.358,2.335,2.243,2.166,2.100,2.043,2.010,1.968,
40,5.245,4.501,3.967,3.569,3.261,3.126,2.912,2.736,2.592,2.471,2.447,2.352,2.272,2.203,2.144,2.110,
41,5.478,4.705,4.150,3.737,3.417,3.276,3.051,2.869,2.718,2.592,2.567,2.468,2.384,2.313,2.251,
42,5.726,4.924,4.347,3.916,3.584,3.433,3.200,3.009,2.852,2.721,2.694,2.591,2.503,2.429,
43,5.996,5.161,4.560,4.111,3.760,3.603,3.359,3.160,2.995,2.858,2.830,2.722,2.630,
44,6.288,5.417,4.790,4.316,3.951,3.785,3.530,3.321,3.149,3.005,2.974,2.861,
45,6.601,5.691,5.031,4.537,4.154,3.979,3.711,3.492,3.312,3.161,3.127,
46,6.933,5.976,5.288,4.770,4.369,4.184,3.903,3.673,3.483,3.325,
47,7.274,6.278,5.558,5.016,4.595,4.399,4.104,3.863,3.850,
48,7.632,6.594,5.842,5.274,4.831,4.624,4.313,4.060,
49,8.008,6.924,6.136,5.541,5.076,4.856,4.530,
50,8.398,7.266,6.441,5.816,5.329,5.095,
51,8.799,7.616,6.753,6.098,5.588,
52,9.207,7.973,7.071,6.388,
53,9.616,8.333,7.392,
54,10.033,8.696,
55,10.444
