Age,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
18,213.05,176.7,150.75,132.35,117,105,94.15,85.25,77.75,71.35,66.9,61.95,57.6,53.8,50.35,47.7,44.9,42.4,40.1,38,36.05,34.3,32.7,31.25,29.85,28.6,27.45,26.4,25.4,24.5,23.65,22.85,22.15,21.45,20.85,20.3,19.75,19.3,18.85,18.45,18.1,17.8,17.5,17.2,17,16.75,16.6,16.4
19,213.05,176.65,150.75,132.35,117,105,94.15,85.25,77.75,71.35,66.9,61.95,57.6,53.8,50.35,47.7,44.9,42.4,40.1,38,36.1,34.4,32.8,31.3,29.95,28.7,27.55,26.5,25.5,24.6,23.8,23,22.3,21.65,21.05,20.5,20,19.55,19.1,18.75,18.4,18.05,17.8,17.55,17.3,17.1,16.95
20,213.05,176.65,150.75,132.3,117,105,94.15,85.2,77.7,71.35,66.9,61.95,57.65,53.8,50.4,47.75,44.95,42.45,40.15,38.05,36.2,34.45,32.85,31.4,30.05,28.8,27.7,26.65,25.65,24.75,23.95,23.2,22.5,21.85,21.25,20.75,20.25,19.8,19.4,19.05,18.7,18.4,18.15,17.9,17.7,17.5
21,213.05,176.65,150.75,132.3,117,105,94.15,85.2,77.7,71.35,66.9,61.95,57.65,53.8,50.4,47.75,45,42.5,40.2,38.15,36.25,34.55,32.95,31.5,30.2,28.95,27.85,26.8,25.85,24.95,24.15,23.4,22.75,22.1,21.55,21,20.55,20.1,19.7,19.35,19.05,18.75,18.5,18.3,18.1
22,213,176.65,150.7,132.3,117,105,94.15,85.2,77.75,71.35,66.9,62,57.65,53.85,50.45,47.8,45.05,42.55,40.3,38.25,36.35,34.65,33.1,31.65,30.35,29.1,28,27,26.05,25.2,24.4,23.65,23,22.4,21.85,21.3,20.85,20.45,20.1,19.75,19.45,19.2,18.95,18.75
23,213,176.65,150.7,132.3,117,105,94.15,85.25,77.75,71.35,66.9,62,57.7,53.9,50.5,47.9,45.1,42.65,40.4,38.35,36.5,34.8,33.25,31.8,30.5,29.3,28.2,27.2,26.25,25.4,24.65,23.95,23.3,22.7,22.15,21.65,21.25,20.85,20.5,20.15,19.9,19.65,19.4
24,213,176.65,150.75,132.3,117,105,94.15,85.25,77.75,71.4,66.95,62.05,57.75,53.95,50.55,47.95,45.2,42.75,40.5,38.5,36.65,34.95,33.4,32,30.7,29.5,28.45,27.45,26.55,25.7,24.95,24.25,23.65,23.05,22.55,22.05,21.65,21.25,20.9,20.6,20.35,20.1
25,213,176.65,150.75,132.35,117,105,94.2,85.3,77.8,71.4,67,62.1,57.8,54.05,50.65,48.05,45.35,42.9,40.65,38.65,36.8,35.15,33.6,32.2,30.95,29.75,28.7,27.75,26.85,26.05,25.3,24.6,24,23.45,22.95,22.5,22.1,21.75,21.4,21.15,20.9
26,213.05,176.65,150.75,132.35,117.05,105,94.25,85.3,77.85,71.5,67.05,62.2,57.9,54.15,50.8,48.2,45.5,43.05,40.85,38.85,37,35.35,33.85,32.45,31.2,30.05,29,28.05,27.2,26.4,25.65,25,24.45,23.9,23.4,23,22.6,22.25,21.95,21.7
27,213.05,176.7,150.8,132.4,117.1,105.05,94.25,85.35,77.9,71.55,67.15,62.3,58.05,54.25,50.95,48.35,45.65,43.25,41.05,39.05,37.25,35.6,34.1,32.75,31.5,30.4,29.35,28.45,27.6,26.8,26.1,25.45,24.9,24.4,23.95,23.5,23.15,22.85,22.55
28,213.1,176.7,150.8,132.4,117.1,105.1,94.3,85.45,78,71.65,67.25,62.4,58.15,54.45,51.1,48.55,45.9,43.45,41.3,39.3,37.55,35.9,34.45,33.1,31.9,30.75,29.75,28.85,28,27.25,26.6,25.95,25.45,24.95,24.5,24.1,23.75,23.45
29,213.1,176.75,150.85,132.45,117.15,105.15,94.4,85.5,78.1,71.8,67.4,62.6,58.35,54.6,51.3,48.8,46.1,43.7,41.55,39.6,37.85,36.25,34.8,33.5,32.3,31.2,30.2,29.3,28.5,27.8,27.1,26.55,26,25.55,25.1,24.75,24.45
30,213.15,176.8,150.9,132.5,117.2,105.25,94.5,85.65,78.25,71.95,67.6,62.75,58.55,54.85,51.55,49.05,46.4,44.05,41.9,39.95,38.2,36.65,35.2,33.9,32.75,31.65,30.7,29.85,29.05,28.35,27.7,27.15,26.65,26.2,25.8,25.45
31,213.2,176.85,150.95,132.55,117.3,105.35,94.65,85.8,78.4,72.1,67.8,63,58.8,55.1,51.85,49.35,46.75,44.4,42.25,40.35,38.6,37.05,35.65,34.4,33.25,32.2,31.25,30.4,29.65,29,28.35,27.85,27.35,26.95,26.55
32,213.25,176.9,151,132.65,117.45,105.5,94.8,86,78.6,72.35,68.05,63.3,59.1,55.45,52.2,49.75,47.1,44.8,42.7,40.8,39.1,37.55,36.2,34.95,33.8,32.8,31.9,31.05,30.35,29.7,29.1,28.6,28.15,27.75
33,213.3,176.95,151.1,132.8,117.6,105.7,95.05,86.25,78.9,72.65,68.35,63.6,59.45,55.8,52.55,50.15,47.55,45.25,43.15,41.3,39.6,38.1,36.75,35.55,34.45,33.45,32.6,31.8,31.1,30.45,29.9,29.4,29
34,213.35,177.1,151.3,133,117.8,105.95,95.3,86.55,79.2,72.95,68.75,64,59.85,56.2,53,50.6,48.05,45.75,43.7,41.85,40.2,38.75,37.4,36.2,35.15,34.2,33.35,32.6,31.9,31.3,30.8,30.35
35,213.5,177.3,151.5,133.25,118.1,106.25,95.65,86.9,79.55,73.35,69.15,64.4,60.3,56.7,53.5,51.15,48.6,46.35,44.3,42.5,40.9,39.45,38.15,37,35.95,35,34.2,33.45,32.8,32.25,31.75
36,213.75,177.55,151.8,133.55,118.45,106.65,96.05,87.3,80,73.8,69.65,64.95,60.85,57.25,54.1,51.75,49.25,47,45,43.25,41.65,40.2,38.95,37.85,36.8,35.95,35.15,34.45,33.85,33.3
37,214.1,177.95,152.2,134,118.85,107.1,96.5,87.8,80.5,74.35,70.2,65.5,61.45,57.9,54.75,52.45,49.95,47.75,45.8,44.05,42.5,41.1,39.85,38.75,37.8,36.95,36.2,35.5,34.95
38,214.65,178.45,152.7,134.5,119.35,107.65,97.1,88.35,81.1,74.95,70.85,66.2,62.15,58.6,55.5,53.25,50.8,48.6,46.7,44.95,43.45,42.1,40.9,39.85,38.9,38.05,37.35,36.7
39,214.9,178.75,153,134.85,119.75,108.1,97.5,88.85,81.6,75.45,71.4,66.8,62.75,59.25,56.2,53.95,51.55,49.4,47.5,45.85,44.35,43.05,41.85,40.85,39.95,39.15,38.5
40,215.2,179.05,153.35,135.2,120.15,108.55,98,89.35,82.15,76.05,72.05,67.45,63.45,60,56.95,54.75,52.4,50.3,48.45,46.8,45.35,44.05,42.95,41.95,41.1,40.35
41,215.55,179.4,153.75,135.65,120.6,109.05,98.55,89.9,82.75,76.65,72.7,68.15,64.2,60.75,57.75,55.65,53.3,51.25,49.45,47.85,46.45,45.2,44.1,43.2,42.35
42,215.9,179.8,154.15,136.1,121.05,109.6,99.1,90.55,83.4,77.35,73.45,68.95,65,61.65,58.65,56.6,54.3,52.3,50.5,48.95,47.6,46.4,45.4,44.5
43,216.3,180.25,154.65,136.6,121.6,110.2,99.75,91.2,84.1,78.1,74.25,69.8,65.9,62.55,59.65,57.65,55.4,53.45,51.7,50.2,48.9,47.75,46.75
44,216.7,180.7,155.15,137.15,122.2,110.85,100.45,91.95,84.9,78.95,75.15,70.75,66.9,63.6,60.75,58.8,56.6,54.7,53,51.55,50.3,49.2
45,217.2,181.25,155.7,137.75,122.85,111.6,101.25,92.8,85.75,79.85,76.15,71.75,68,64.75,61.95,60.05,57.9,56.05,54.45,53.05,51.8
46,217.75,181.8,156.35,138.45,123.6,112.4,102.1,93.7,86.7,80.85,77.25,72.9,69.2,66,63.2,61.45,59.35,57.55,55.95,54.6
47,218.3,182.45,157,139.2,124.35,113.3,103.05,94.65,87.75,81.95,78.4,74.15,70.45,67.35,64.65,62.9,60.9,59.15,57.65
48,218.95,183.15,157.75,140,125.25,114.25,104.05,95.75,88.9,83.15,79.7,75.5,71.9,68.8,66.2,64.55,62.6,60.9
49,219.65,183.9,158.6,140.85,126.15,115.35,105.15,96.9,90.1,84.45,81.1,76.95,73.45,70.4,67.85,66.3,64.45
50,220.4,184.7,159.45,141.85,127.2,116.5,106.4,98.2,91.45,85.85,82.65,78.55,75.1,72.2,69.7,68.25
51,221.2,185.6,160.45,142.9,128.3,117.75,107.75,99.6,92.95,87.4,84.35,80.35,76.95,74.1,71.7
52,222.15,186.6,161.5,144.05,129.55,119.15,109.2,101.15,94.55,89.1,86.15,82.25,78.95,76.2
